asset_id,event_code,date
ASS-007,Belt tracking deviation detected,01/04/2023
ASS-007,Motor phase imbalance alarm,01/04/2023
ASS-008,Coupling vibration high,01/04/2023
ASS-008,Coupling vibration high,01/04/2023
ASS-008,Photoelectric sensor fault,01/04/2023
ASS-008,Belt slip detected,01/04/2023
ASS-009,Oil level low,01/04/2023
ASS-009,Belt tracking deviation detected,01/04/2023
ASS-009,Coupling vibration high,01/04/2023
ASS-010,Barcode reader timeout,01/04/2023
ASS-010,Watchdog timer expired,01/04/2023
ASS-011,RFID tag not detected,01/04/2023
ASS-011,Gearbox oil level low,01/04/2023
ASS-011,Inspection overdue,01/04/2023
ASS-012,PLC communication error,01/04/2023
ASS-012,Weight sensor out of range,01/04/2023
ASS-001,SCADA connection lost,02/04/2023
ASS-001,Overload protection triggered,02/04/2023
ASS-001,Gearbox oil level low,02/04/2023
ASS-002,Light curtain interrupted,02/04/2023
ASS-002,Vision sensor calibration error,02/04/2023
ASS-003,Inspection overdue,02/04/2023
ASS-003,HMI touchscreen unresponsive,02/04/2023
ASS-003,Barcode reader timeout,02/04/2023
ASS-003,Inspection overdue,02/04/2023
ASS-003,Watchdog timer expired,02/04/2023
ASS-003,Photoelectric sensor fault,02/04/2023
ASS-005,Coupling vibration high,02/04/2023
ASS-005,Parameter checksum mismatch,02/04/2023
ASS-005,Belt tracking deviation detected,02/04/2023
ASS-006,Light curtain interrupted,02/04/2023
ASS-006,Scheduled lubrication due,02/04/2023
ASS-007,HMI touchscreen unresponsive,02/04/2023
ASS-007,Oil level low,02/04/2023
ASS-008,Vision sensor calibration error,02/04/2023
ASS-008,Belt slip detected,02/04/2023
ASS-008,Motor overtemperature fault,02/04/2023
ASS-009,Drive inverter alarm,02/04/2023
ASS-009,Oil level low,02/04/2023
ASS-010,Watchdog timer expired,02/04/2023
ASS-010,Belt tracking deviation detected,02/04/2023
ASS-010,Coupling vibration high,02/04/2023
ASS-011,Motor phase imbalance alarm,02/04/2023
ASS-011,Coupling vibration high,02/04/2023
ASS-011,Motor phase imbalance alarm,02/04/2023
ASS-011,Zone collision warning,02/04/2023
ASS-011,Photoelectric sensor fault,02/04/2023
ASS-012,Filter replacement required,02/04/2023
ASS-001,Proximity sensor failure,03/04/2023
ASS-002,Belt tracking deviation detected,03/04/2023
ASS-002,Wear indicator triggered,03/04/2023
ASS-002,Barcode reader timeout,03/04/2023
ASS-002,Belt slip detected,03/04/2023
ASS-002,Network switch port failure,03/04/2023
ASS-002,Photoelectric sensor fault,03/04/2023
ASS-003,Oil level low,03/04/2023
ASS-003,Barcode reader timeout,03/04/2023
ASS-003,Guard door open alarm,03/04/2023
ASS-003,Motor overtemperature fault,03/04/2023
ASS-003,Coupling vibration high,03/04/2023
ASS-003,PLC communication error,03/04/2023
ASS-003,Filter replacement required,03/04/2023
ASS-003,HMI touchscreen unresponsive,03/04/2023
ASS-003,Oil level low,03/04/2023
ASS-003,Vision sensor calibration error,03/04/2023
ASS-003,PLC communication error,03/04/2023
ASS-005,Network switch port failure,03/04/2023
ASS-005,Safety relay fault,03/04/2023
ASS-005,Gearbox oil level low,03/04/2023
ASS-005,Parameter checksum mismatch,03/04/2023
ASS-005,Motor overtemperature fault,03/04/2023
ASS-006,Belt slip detected,03/04/2023
ASS-007,PLC communication error,03/04/2023
ASS-007,Belt slip detected,03/04/2023
ASS-007,SCADA connection lost,03/04/2023
ASS-008,Overload protection triggered,03/04/2023
ASS-008,RFID tag not detected,03/04/2023
ASS-008,Vision sensor calibration error,03/04/2023
ASS-009,Network switch port failure,03/04/2023
ASS-010,Drive inverter alarm,03/04/2023
ASS-010,Oil level low,03/04/2023
ASS-011,Belt tracking deviation detected,03/04/2023
ASS-011,Motor phase imbalance alarm,03/04/2023
ASS-011,Bearing vibration elevated,03/04/2023
ASS-011,Motor overtemperature fault,03/04/2023
ASS-012,Photoelectric sensor fault,03/04/2023
ASS-012,Belt tracking deviation detected,03/04/2023
ASS-002,Guard door open alarm,04/04/2023
ASS-002,Oil level low,04/04/2023
ASS-003,HMI touchscreen unresponsive,04/04/2023
ASS-003,Filter replacement required,04/04/2023
ASS-003,Barcode reader timeout,04/04/2023
ASS-003,Vision sensor calibration error,04/04/2023
ASS-003,Belt tracking deviation detected,04/04/2023
ASS-003,Photoelectric sensor fault,04/04/2023
ASS-003,Weight sensor out of range,04/04/2023
ASS-003,Inspection overdue,04/04/2023
ASS-003,Photoelectric sensor fault,04/04/2023
ASS-004,PLC communication error,04/04/2023
ASS-004,Light curtain interrupted,04/04/2023
ASS-005,Inspection overdue,04/04/2023
ASS-005,Gearbox oil level low,04/04/2023
ASS-005,Overload protection triggered,04/04/2023
ASS-006,Coupling vibration high,04/04/2023
ASS-006,RFID tag not detected,04/04/2023
ASS-006,Parameter checksum mismatch,04/04/2023
ASS-007,PLC communication error,04/04/2023
ASS-007,Vision sensor calibration error,04/04/2023
ASS-007,Weight sensor out of range,04/04/2023
ASS-007,SCADA connection lost,04/04/2023
ASS-007,Guard door open alarm,04/04/2023
ASS-008,Belt tracking deviation detected,04/04/2023
ASS-008,Filter replacement required,04/04/2023
ASS-008,Vision sensor calibration error,04/04/2023
ASS-009,Vision sensor calibration error,04/04/2023
ASS-010,Vision sensor calibration error,04/04/2023
ASS-010,Wear indicator triggered,04/04/2023
ASS-010,Overload protection triggered,04/04/2023
ASS-011,Safety relay fault,04/04/2023
ASS-011,Overload protection triggered,04/04/2023
ASS-011,Motor phase imbalance alarm,04/04/2023
ASS-012,Parameter checksum mismatch,04/04/2023
ASS-012,SCADA connection lost,04/04/2023
ASS-012,PLC communication error,04/04/2023
ASS-001,Zone collision warning,05/04/2023
ASS-002,Overload protection triggered,05/04/2023
ASS-003,Barcode reader timeout,05/04/2023
ASS-003,Barcode reader timeout,05/04/2023
ASS-003,Safety relay fault,05/04/2023
ASS-003,Vision sensor calibration error,05/04/2023
ASS-003,Belt slip detected,05/04/2023
ASS-003,Photoelectric sensor fault,05/04/2023
ASS-003,PLC communication error,05/04/2023
ASS-003,Gearbox oil level low,05/04/2023
ASS-004,Gearbox oil level low,05/04/2023
ASS-004,Weight sensor out of range,05/04/2023
ASS-004,Bearing vibration elevated,05/04/2023
ASS-004,Wear indicator triggered,05/04/2023
ASS-004,Filter replacement required,05/04/2023
ASS-004,Drive inverter alarm,05/04/2023
ASS-005,RFID tag not detected,05/04/2023
ASS-005,Belt tracking deviation detected,05/04/2023
ASS-006,Parameter checksum mismatch,05/04/2023
ASS-006,Filter replacement required,05/04/2023
ASS-007,Photoelectric sensor fault,05/04/2023
ASS-007,Belt tracking deviation detected,05/04/2023
ASS-007,Network switch port failure,05/04/2023
ASS-007,Filter replacement required,05/04/2023
ASS-007,Belt slip detected,05/04/2023
ASS-008,SCADA connection lost,05/04/2023
ASS-008,Belt tracking deviation detected,05/04/2023
ASS-008,Belt tracking deviation detected,05/04/2023
ASS-008,Guard door open alarm,05/04/2023
ASS-008,RFID tag not detected,05/04/2023
ASS-009,Network switch port failure,05/04/2023
ASS-011,Barcode reader timeout,05/04/2023
ASS-011,Vision sensor calibration error,05/04/2023
ASS-012,Inspection overdue,05/04/2023
ASS-001,RFID tag not detected,06/04/2023
ASS-002,Overload protection triggered,06/04/2023
ASS-002,Parameter checksum mismatch,06/04/2023
ASS-003,HMI touchscreen unresponsive,06/04/2023
ASS-003,Photoelectric sensor fault,06/04/2023
ASS-003,Inspection overdue,06/04/2023
ASS-003,Scheduled lubrication due,06/04/2023
ASS-003,Guard door open alarm,06/04/2023
ASS-006,Wear indicator triggered,06/04/2023
ASS-007,Gearbox oil level low,06/04/2023
ASS-007,RFID tag not detected,06/04/2023
ASS-007,Photoelectric sensor fault,06/04/2023
ASS-008,Oil level low,06/04/2023
ASS-009,Inspection overdue,06/04/2023
ASS-009,HMI touchscreen unresponsive,06/04/2023
ASS-009,Weight sensor out of range,06/04/2023
ASS-010,Wear indicator triggered,06/04/2023
ASS-011,Inspection overdue,06/04/2023
ASS-011,Motor phase imbalance alarm,06/04/2023
ASS-012,Coupling vibration high,06/04/2023
ASS-012,Coupling vibration high,06/04/2023
ASS-012,Light curtain interrupted,06/04/2023
ASS-001,Coupling vibration high,07/04/2023
ASS-002,Belt tracking deviation detected,07/04/2023
ASS-002,Photoelectric sensor fault,07/04/2023
ASS-002,Network switch port failure,07/04/2023
ASS-002,HMI touchscreen unresponsive,07/04/2023
ASS-003,PLC communication error,07/04/2023
ASS-003,HMI touchscreen unresponsive,07/04/2023
ASS-003,Belt slip detected,07/04/2023
ASS-003,Overload protection triggered,07/04/2023
ASS-003,Wear indicator triggered,07/04/2023
ASS-003,Inspection overdue,07/04/2023
ASS-003,Coupling vibration high,07/04/2023
ASS-003,Filter replacement required,07/04/2023
ASS-003,Emergency stop activated,07/04/2023
ASS-003,Vision sensor calibration error,07/04/2023
ASS-003,HMI touchscreen unresponsive,07/04/2023
ASS-004,SCADA connection lost,07/04/2023
ASS-004,Coupling vibration high,07/04/2023
ASS-004,Bearing vibration elevated,07/04/2023
ASS-005,Parameter checksum mismatch,07/04/2023
ASS-005,Gearbox oil level low,07/04/2023
ASS-007,RFID tag not detected,07/04/2023
ASS-007,Belt slip detected,07/04/2023
ASS-007,Wear indicator triggered,07/04/2023
ASS-008,Drive inverter alarm,07/04/2023
ASS-008,Wear indicator triggered,07/04/2023
ASS-009,Watchdog timer expired,07/04/2023
ASS-011,Belt slip detected,07/04/2023
ASS-011,Bearing vibration elevated,07/04/2023
ASS-011,Network switch port failure,07/04/2023
ASS-012,Emergency stop activated,07/04/2023
ASS-001,Coupling vibration high,08/04/2023
ASS-001,Network switch port failure,08/04/2023
ASS-002,RFID tag not detected,08/04/2023
ASS-002,RFID tag not detected,08/04/2023
ASS-003,Guard door open alarm,08/04/2023
ASS-003,Coupling vibration high,08/04/2023
ASS-003,Emergency stop activated,08/04/2023
ASS-003,Barcode reader timeout,08/04/2023
ASS-003,RFID tag not detected,08/04/2023
ASS-003,Vision sensor calibration error,08/04/2023
ASS-004,Weight sensor out of range,08/04/2023
ASS-005,Vision sensor calibration error,08/04/2023
ASS-005,Coupling vibration high,08/04/2023
ASS-006,Bearing vibration elevated,08/04/2023
ASS-007,Gearbox oil level low,08/04/2023
ASS-007,Watchdog timer expired,08/04/2023
ASS-010,Motor phase imbalance alarm,08/04/2023
ASS-010,Watchdog timer expired,08/04/2023
ASS-010,Gearbox oil level low,08/04/2023
ASS-011,Motor phase imbalance alarm,08/04/2023
ASS-011,Motor phase imbalance alarm,08/04/2023
ASS-011,Vision sensor calibration error,08/04/2023
ASS-011,Proximity sensor failure,08/04/2023
ASS-011,Oil level low,08/04/2023
ASS-011,Proximity sensor failure,08/04/2023
ASS-011,Barcode reader timeout,08/04/2023
ASS-012,Weight sensor out of range,08/04/2023
ASS-012,Zone collision warning,08/04/2023
ASS-012,Belt tracking deviation detected,08/04/2023
ASS-001,Network switch port failure,09/04/2023
ASS-001,Motor overtemperature fault,09/04/2023
ASS-001,Filter replacement required,09/04/2023
ASS-002,RFID tag not detected,09/04/2023
ASS-002,PLC communication error,09/04/2023
ASS-003,Belt tracking deviation detected,09/04/2023
ASS-003,Scheduled lubrication due,09/04/2023
ASS-003,Coupling vibration high,09/04/2023
ASS-003,Network switch port failure,09/04/2023
ASS-003,HMI touchscreen unresponsive,09/04/2023
ASS-003,Scheduled lubrication due,09/04/2023
ASS-003,Gearbox oil level low,09/04/2023
ASS-003,Gearbox oil level low,09/04/2023
ASS-003,SCADA connection lost,09/04/2023
ASS-003,Inspection overdue,09/04/2023
ASS-003,RFID tag not detected,09/04/2023
ASS-004,Gearbox oil level low,09/04/2023
ASS-004,Parameter checksum mismatch,09/04/2023
ASS-004,Zone collision warning,09/04/2023
ASS-004,Photoelectric sensor fault,09/04/2023
ASS-004,Motor phase imbalance alarm,09/04/2023
ASS-005,Proximity sensor failure,09/04/2023
ASS-006,Parameter checksum mismatch,09/04/2023
ASS-006,SCADA connection lost,09/04/2023
ASS-006,HMI touchscreen unresponsive,09/04/2023
ASS-007,Gearbox oil level low,09/04/2023
ASS-007,Motor phase imbalance alarm,09/04/2023
ASS-008,Barcode reader timeout,09/04/2023
ASS-008,Barcode reader timeout,09/04/2023
ASS-008,Coupling vibration high,09/04/2023
ASS-008,Belt tracking deviation detected,09/04/2023
ASS-009,Belt tracking deviation detected,09/04/2023
ASS-009,Safety relay fault,09/04/2023
ASS-010,Network switch port failure,09/04/2023
ASS-010,Vision sensor calibration error,09/04/2023
ASS-010,Watchdog timer expired,09/04/2023
ASS-010,Vision sensor calibration error,09/04/2023
ASS-011,Guard door open alarm,09/04/2023
ASS-011,PLC communication error,09/04/2023
ASS-011,Bearing vibration elevated,09/04/2023
ASS-011,Oil level low,09/04/2023
ASS-011,Belt tracking deviation detected,09/04/2023
ASS-011,Zone collision warning,09/04/2023
ASS-001,Light curtain interrupted,10/04/2023
ASS-001,Motor overtemperature fault,10/04/2023
ASS-002,Guard door open alarm,10/04/2023
ASS-003,Gearbox oil level low,10/04/2023
ASS-003,HMI touchscreen unresponsive,10/04/2023
ASS-003,Network switch port failure,10/04/2023
ASS-003,RFID tag not detected,10/04/2023
ASS-004,Coupling vibration high,10/04/2023
ASS-004,Scheduled lubrication due,10/04/2023
ASS-005,Wear indicator triggered,10/04/2023
ASS-005,Coupling vibration high,10/04/2023
ASS-007,Weight sensor out of range,10/04/2023
ASS-007,Network switch port failure,10/04/2023
ASS-007,Coupling vibration high,10/04/2023
ASS-007,Watchdog timer expired,10/04/2023
ASS-007,Proximity sensor failure,10/04/2023
ASS-008,Belt slip detected,10/04/2023
ASS-009,Vision sensor calibration error,10/04/2023
ASS-009,Weight sensor out of range,10/04/2023
ASS-010,Emergency stop activated,10/04/2023
ASS-010,PLC communication error,10/04/2023
ASS-010,Watchdog timer expired,10/04/2023
ASS-010,Bearing vibration elevated,10/04/2023
ASS-010,RFID tag not detected,10/04/2023
ASS-011,Weight sensor out of range,10/04/2023
ASS-011,Watchdog timer expired,10/04/2023
ASS-011,Belt tracking deviation detected,10/04/2023
ASS-011,Motor overtemperature fault,10/04/2023
ASS-011,Vision sensor calibration error,10/04/2023
ASS-011,Weight sensor out of range,10/04/2023
ASS-011,RFID tag not detected,10/04/2023
ASS-012,Emergency stop activated,10/04/2023
ASS-001,Weight sensor out of range,11/04/2023
ASS-002,Gearbox oil level low,11/04/2023
ASS-003,Watchdog timer expired,11/04/2023
ASS-003,Safety relay fault,11/04/2023
ASS-003,PLC communication error,11/04/2023
ASS-003,Proximity sensor failure,11/04/2023
ASS-003,Photoelectric sensor fault,11/04/2023
ASS-003,Watchdog timer expired,11/04/2023
ASS-003,Emergency stop activated,11/04/2023
ASS-003,Filter replacement required,11/04/2023
ASS-004,HMI touchscreen unresponsive,11/04/2023
ASS-004,PLC communication error,11/04/2023
ASS-004,SCADA connection lost,11/04/2023
ASS-005,Belt tracking deviation detected,11/04/2023
ASS-005,Oil level low,11/04/2023
ASS-006,Overload protection triggered,11/04/2023
ASS-006,Light curtain interrupted,11/04/2023
ASS-006,Weight sensor out of range,11/04/2023
ASS-007,Motor phase imbalance alarm,11/04/2023
ASS-007,Parameter checksum mismatch,11/04/2023
ASS-007,Oil level low,11/04/2023
ASS-008,Photoelectric sensor fault,11/04/2023
ASS-008,Wear indicator triggered,11/04/2023
ASS-008,Light curtain interrupted,11/04/2023
ASS-009,Motor overtemperature fault,11/04/2023
ASS-009,SCADA connection lost,11/04/2023
ASS-010,Proximity sensor failure,11/04/2023
ASS-010,Motor phase imbalance alarm,11/04/2023
ASS-010,RFID tag not detected,11/04/2023
ASS-011,Oil level low,11/04/2023
ASS-011,RFID tag not detected,11/04/2023
ASS-012,Light curtain interrupted,11/04/2023
ASS-012,Bearing vibration elevated,11/04/2023
ASS-012,Gearbox oil level low,11/04/2023
ASS-002,Gearbox oil level low,12/04/2023
ASS-002,Motor overtemperature fault,12/04/2023
ASS-002,Zone collision warning,12/04/2023
ASS-003,Belt slip detected,12/04/2023
ASS-003,Light curtain interrupted,12/04/2023
ASS-003,Weight sensor out of range,12/04/2023
ASS-003,Vision sensor calibration error,12/04/2023
ASS-003,Parameter checksum mismatch,12/04/2023
ASS-003,Belt slip detected,12/04/2023
ASS-004,Emergency stop activated,12/04/2023
ASS-004,Gearbox oil level low,12/04/2023
ASS-004,RFID tag not detected,12/04/2023
ASS-005,Bearing vibration elevated,12/04/2023
ASS-005,Bearing vibration elevated,12/04/2023
ASS-006,Drive inverter alarm,12/04/2023
ASS-007,Drive inverter alarm,12/04/2023
ASS-007,Guard door open alarm,12/04/2023
ASS-007,PLC communication error,12/04/2023
ASS-007,Emergency stop activated,12/04/2023
ASS-007,Motor phase imbalance alarm,12/04/2023
ASS-008,Motor overtemperature fault,12/04/2023
ASS-009,Vision sensor calibration error,12/04/2023
ASS-009,Motor overtemperature fault,12/04/2023
ASS-009,Filter replacement required,12/04/2023
ASS-011,SCADA connection lost,12/04/2023
ASS-011,HMI touchscreen unresponsive,12/04/2023
ASS-011,Coupling vibration high,12/04/2023
ASS-011,RFID tag not detected,12/04/2023
ASS-012,Oil level low,12/04/2023
ASS-012,Belt slip detected,12/04/2023
ASS-001,Belt tracking deviation detected,13/04/2023
ASS-003,Coupling vibration high,13/04/2023
ASS-003,Belt tracking deviation detected,13/04/2023
ASS-003,Drive inverter alarm,13/04/2023
ASS-003,RFID tag not detected,13/04/2023
ASS-003,Motor phase imbalance alarm,13/04/2023
ASS-003,PLC communication error,13/04/2023
ASS-003,Motor phase imbalance alarm,13/04/2023
ASS-004,RFID tag not detected,13/04/2023
ASS-004,Guard door open alarm,13/04/2023
ASS-004,Vision sensor calibration error,13/04/2023
ASS-004,Filter replacement required,13/04/2023
ASS-005,Coupling vibration high,13/04/2023
ASS-005,RFID tag not detected,13/04/2023
ASS-005,Coupling vibration high,13/04/2023
ASS-006,Parameter checksum mismatch,13/04/2023
ASS-006,Emergency stop activated,13/04/2023
ASS-007,Vision sensor calibration error,13/04/2023
ASS-007,Zone collision warning,13/04/2023
ASS-007,Parameter checksum mismatch,13/04/2023
ASS-007,Scheduled lubrication due,13/04/2023
ASS-008,Motor overtemperature fault,13/04/2023
ASS-009,PLC communication error,13/04/2023
ASS-009,RFID tag not detected,13/04/2023
ASS-009,RFID tag not detected,13/04/2023
ASS-010,Coupling vibration high,13/04/2023
ASS-011,Motor overtemperature fault,13/04/2023
ASS-012,Proximity sensor failure,13/04/2023
ASS-012,Proximity sensor failure,13/04/2023
ASS-012,Motor overtemperature fault,13/04/2023
ASS-001,Oil level low,14/04/2023
ASS-002,Watchdog timer expired,14/04/2023
ASS-002,Belt tracking deviation detected,14/04/2023
ASS-002,Belt tracking deviation detected,14/04/2023
ASS-002,Vision sensor calibration error,14/04/2023
ASS-003,PLC communication error,14/04/2023
ASS-003,Zone collision warning,14/04/2023
ASS-003,RFID tag not detected,14/04/2023
ASS-003,PLC communication error,14/04/2023
ASS-003,Scheduled lubrication due,14/04/2023
ASS-003,Emergency stop activated,14/04/2023
ASS-003,PLC communication error,14/04/2023
ASS-003,Motor phase imbalance alarm,14/04/2023
ASS-004,Photoelectric sensor fault,14/04/2023
ASS-004,Zone collision warning,14/04/2023
ASS-006,Safety relay fault,14/04/2023
ASS-007,Motor overtemperature fault,14/04/2023
ASS-007,Motor phase imbalance alarm,14/04/2023
ASS-007,Network switch port failure,14/04/2023
ASS-007,Gearbox oil level low,14/04/2023
ASS-007,Gearbox oil level low,14/04/2023
ASS-008,Drive inverter alarm,14/04/2023
ASS-008,Inspection overdue,14/04/2023
ASS-008,Motor phase imbalance alarm,14/04/2023
ASS-009,Scheduled lubrication due,14/04/2023
ASS-009,Overload protection triggered,14/04/2023
ASS-009,Parameter checksum mismatch,14/04/2023
ASS-010,Gearbox oil level low,14/04/2023
ASS-011,Bearing vibration elevated,14/04/2023
ASS-011,Belt slip detected,14/04/2023
ASS-011,Barcode reader timeout,14/04/2023
ASS-011,Gearbox oil level low,14/04/2023
ASS-011,Watchdog timer expired,14/04/2023
ASS-012,Parameter checksum mismatch,14/04/2023
ASS-012,Belt tracking deviation detected,14/04/2023
ASS-012,Bearing vibration elevated,14/04/2023
ASS-012,HMI touchscreen unresponsive,14/04/2023
ASS-001,Belt tracking deviation detected,15/04/2023
ASS-001,Filter replacement required,15/04/2023
ASS-002,Vision sensor calibration error,15/04/2023
ASS-003,RFID tag not detected,15/04/2023
ASS-003,Bearing vibration elevated,15/04/2023
ASS-003,Wear indicator triggered,15/04/2023
ASS-004,Bearing vibration elevated,15/04/2023
ASS-005,Oil level low,15/04/2023
ASS-006,Coupling vibration high,15/04/2023
ASS-006,Emergency stop activated,15/04/2023
ASS-006,Coupling vibration high,15/04/2023
ASS-007,Photoelectric sensor fault,15/04/2023
ASS-007,Weight sensor out of range,15/04/2023
ASS-007,Gearbox oil level low,15/04/2023
ASS-007,Photoelectric sensor fault,15/04/2023
ASS-007,Coupling vibration high,15/04/2023
ASS-007,Vision sensor calibration error,15/04/2023
ASS-007,Bearing vibration elevated,15/04/2023
ASS-009,Oil level low,15/04/2023
ASS-009,SCADA connection lost,15/04/2023
ASS-010,Emergency stop activated,15/04/2023
ASS-010,Belt tracking deviation detected,15/04/2023
ASS-011,Parameter checksum mismatch,15/04/2023
ASS-011,Vision sensor calibration error,15/04/2023
ASS-011,Bearing vibration elevated,15/04/2023
ASS-011,PLC communication error,15/04/2023
ASS-011,Scheduled lubrication due,15/04/2023
ASS-011,Zone collision warning,15/04/2023
ASS-012,Barcode reader timeout,15/04/2023
ASS-001,Zone collision warning,16/04/2023
ASS-001,Proximity sensor failure,16/04/2023
ASS-002,Safety relay fault,16/04/2023
ASS-002,Drive inverter alarm,16/04/2023
ASS-003,Drive inverter alarm,16/04/2023
ASS-003,Emergency stop activated,16/04/2023
ASS-003,Motor overtemperature fault,16/04/2023
ASS-003,Filter replacement required,16/04/2023
ASS-003,Gearbox oil level low,16/04/2023
ASS-003,Gearbox oil level low,16/04/2023
ASS-003,Belt slip detected,16/04/2023
ASS-003,Inspection overdue,16/04/2023
ASS-004,Motor phase imbalance alarm,16/04/2023
ASS-004,Vision sensor calibration error,16/04/2023
ASS-004,HMI touchscreen unresponsive,16/04/2023
ASS-005,Inspection overdue,16/04/2023
ASS-005,Motor overtemperature fault,16/04/2023
ASS-005,Vision sensor calibration error,16/04/2023
ASS-006,RFID tag not detected,16/04/2023
ASS-006,RFID tag not detected,16/04/2023
ASS-007,PLC communication error,16/04/2023
ASS-007,Weight sensor out of range,16/04/2023
ASS-007,Gearbox oil level low,16/04/2023
ASS-007,Coupling vibration high,16/04/2023
ASS-007,Drive inverter alarm,16/04/2023
ASS-007,Network switch port failure,16/04/2023
ASS-008,Bearing vibration elevated,16/04/2023
ASS-008,Filter replacement required,16/04/2023
ASS-008,RFID tag not detected,16/04/2023
ASS-009,Coupling vibration high,16/04/2023
ASS-009,RFID tag not detected,16/04/2023
ASS-009,SCADA connection lost,16/04/2023
ASS-009,Zone collision warning,16/04/2023
ASS-010,Zone collision warning,16/04/2023
ASS-010,Parameter checksum mismatch,16/04/2023
ASS-011,Wear indicator triggered,16/04/2023
ASS-011,Network switch port failure,16/04/2023
ASS-011,Barcode reader timeout,16/04/2023
ASS-011,Photoelectric sensor fault,16/04/2023
ASS-011,Guard door open alarm,16/04/2023
ASS-012,HMI touchscreen unresponsive,16/04/2023
ASS-001,Network switch port failure,17/04/2023
ASS-001,Photoelectric sensor fault,17/04/2023
ASS-003,Wear indicator triggered,17/04/2023
ASS-003,Barcode reader timeout,17/04/2023
ASS-003,Network switch port failure,17/04/2023
ASS-003,Belt tracking deviation detected,17/04/2023
ASS-003,Barcode reader timeout,17/04/2023
ASS-004,Emergency stop activated,17/04/2023
ASS-004,Watchdog timer expired,17/04/2023
ASS-004,Barcode reader timeout,17/04/2023
ASS-005,Weight sensor out of range,17/04/2023
ASS-006,HMI touchscreen unresponsive,17/04/2023
ASS-006,Scheduled lubrication due,17/04/2023
ASS-007,Guard door open alarm,17/04/2023
ASS-007,Barcode reader timeout,17/04/2023
ASS-007,Barcode reader timeout,17/04/2023
ASS-008,RFID tag not detected,17/04/2023
ASS-008,Vision sensor calibration error,17/04/2023
ASS-009,Network switch port failure,17/04/2023
ASS-009,RFID tag not detected,17/04/2023
ASS-010,PLC communication error,17/04/2023
ASS-010,Photoelectric sensor fault,17/04/2023
ASS-011,Drive inverter alarm,17/04/2023
ASS-011,Motor overtemperature fault,17/04/2023
ASS-011,Belt slip detected,17/04/2023
ASS-011,Belt tracking deviation detected,17/04/2023
ASS-012,Motor phase imbalance alarm,17/04/2023
ASS-012,Oil level low,17/04/2023
ASS-001,Weight sensor out of range,18/04/2023
ASS-001,Coupling vibration high,18/04/2023
ASS-001,Barcode reader timeout,18/04/2023
ASS-002,SCADA connection lost,18/04/2023
ASS-002,Belt tracking deviation detected,18/04/2023
ASS-003,Motor phase imbalance alarm,18/04/2023
ASS-003,Gearbox oil level low,18/04/2023
ASS-003,Belt tracking deviation detected,18/04/2023
ASS-003,Weight sensor out of range,18/04/2023
ASS-004,Overload protection triggered,18/04/2023
ASS-006,SCADA connection lost,18/04/2023
ASS-006,Weight sensor out of range,18/04/2023
ASS-007,Bearing vibration elevated,18/04/2023
ASS-007,Proximity sensor failure,18/04/2023
ASS-007,HMI touchscreen unresponsive,18/04/2023
ASS-007,Proximity sensor failure,18/04/2023
ASS-009,Vision sensor calibration error,18/04/2023
ASS-009,Safety relay fault,18/04/2023
ASS-010,HMI touchscreen unresponsive,18/04/2023
ASS-011,Weight sensor out of range,18/04/2023
ASS-011,Network switch port failure,18/04/2023
ASS-011,Coupling vibration high,18/04/2023
ASS-011,Parameter checksum mismatch,18/04/2023
ASS-011,Oil level low,18/04/2023
ASS-011,Safety relay fault,18/04/2023
ASS-011,Oil level low,18/04/2023
ASS-012,Watchdog timer expired,18/04/2023
ASS-001,Wear indicator triggered,19/04/2023
ASS-001,Parameter checksum mismatch,19/04/2023
ASS-002,Belt slip detected,19/04/2023
ASS-003,Zone collision warning,19/04/2023
ASS-005,Proximity sensor failure,19/04/2023
ASS-005,Drive inverter alarm,19/04/2023
ASS-005,Belt tracking deviation detected,19/04/2023
ASS-006,RFID tag not detected,19/04/2023
ASS-006,Barcode reader timeout,19/04/2023
ASS-006,Motor overtemperature fault,19/04/2023
ASS-007,Belt tracking deviation detected,19/04/2023
ASS-007,PLC communication error,19/04/2023
ASS-007,Inspection overdue,19/04/2023
ASS-007,Emergency stop activated,19/04/2023
ASS-007,Belt tracking deviation detected,19/04/2023
ASS-007,Coupling vibration high,19/04/2023
ASS-007,Overload protection triggered,19/04/2023
ASS-008,Scheduled lubrication due,19/04/2023
ASS-008,Safety relay fault,19/04/2023
ASS-008,Motor phase imbalance alarm,19/04/2023
ASS-009,Coupling vibration high,19/04/2023
ASS-009,Belt slip detected,19/04/2023
ASS-010,Vision sensor calibration error,19/04/2023
ASS-010,Photoelectric sensor fault,19/04/2023
ASS-011,Emergency stop activated,19/04/2023
ASS-011,Coupling vibration high,19/04/2023
ASS-011,RFID tag not detected,19/04/2023
ASS-011,Belt tracking deviation detected,19/04/2023
ASS-011,Scheduled lubrication due,19/04/2023
ASS-011,Gearbox oil level low,19/04/2023
ASS-011,Bearing vibration elevated,19/04/2023
ASS-011,Filter replacement required,19/04/2023
ASS-012,Safety relay fault,19/04/2023
ASS-012,Vision sensor calibration error,19/04/2023
ASS-012,Inspection overdue,19/04/2023
ASS-012,PLC communication error,19/04/2023
ASS-001,Vision sensor calibration error,20/04/2023
ASS-001,Inspection overdue,20/04/2023
ASS-001,Light curtain interrupted,20/04/2023
ASS-001,Zone collision warning,20/04/2023
ASS-003,Filter replacement required,20/04/2023
