asset_id,maintenance_log,date
HVAC-03,"Condenser coil heavily fouled with debris, cleaning detected as required",30/01/2024
HVAC-04,"Compressor suction pressure intermittent lower than expected, possible refrigerant leak recorded",30/01/2024
HVAC-05,"Motor run capacitor persistent degraded, replaced during inspection",30/01/2024
HVAC-07,"Refrigerant pressure readings outside specification, system checked",30/01/2024
HVAC-07,"Occupancy sensor not triggering correctly, wiring fault recorded",30/01/2024
HVAC-08,Ductwork damper reported as stuck in partially closed position,30/01/2024
HVAC-08,"Voltage imbalance significant across phases, supply quality checked",30/01/2024
HVAC-01,"Duct leakage reported at flex connector joints, sealed with mastic",31/01/2024
HVAC-01,Control sequence fault noted during changeover between heating and cooling,31/01/2024
HVAC-03,"BACnet network interruption reported, gateway settings reviewed",31/01/2024
HVAC-04,"Return air temperature intermittent higher than setpoint, airflow restricted",31/01/2024
HVAC-04,"Motor run capacitor elevated degraded, replaced during inspection",31/01/2024
HVAC-04,Ductwork damper reported as stuck in partially closed position,31/01/2024
HVAC-06,"Zone temperature sensor minor out of calibration, recalibrated",31/01/2024
HVAC-07,"Voltage imbalance minor across phases, supply quality checked",31/01/2024
HVAC-07,Compressor discharge temperature intermittent above normal operating range,31/01/2024
HVAC-08,"Anti-freeze thermostat setpoint observed as incorrectly set, corrected",31/01/2024
HVAC-01,"Refrigerant leak reported at service valve connection, repair scheduled",01/02/2024
HVAC-01,Air filter pressure drop minor above recommended threshold,01/02/2024
HVAC-02,"Vibration isolation mounts elevated deteriorated, unit recorded as unstable",01/02/2024
HVAC-03,"Motor run capacitor elevated degraded, replaced during inspection",01/02/2024
HVAC-06,"Fire damper failed functional test, maintenance team reported and notified",01/02/2024
HVAC-07,"Low-pressure cutout observed repeatedly, refrigerant charge verified",01/02/2024
HVAC-01,Electrical panel voltage fluctuation detected during peak load,02/02/2024
HVAC-01,"Economiser damper minor slow to respond, actuator noted and replaced",02/02/2024
HVAC-02,"Contactor contacts pitted and worn, replacement detected and scheduled",02/02/2024
HVAC-03,"Demand-controlled ventilation not responding to CO2 signal, noted",02/02/2024
HVAC-04,"Zone temperature sensor elevated out of calibration, recalibrated",02/02/2024
HVAC-05,"Occupancy sensor not triggering correctly, wiring fault detected",02/02/2024
HVAC-05,"Earth leakage noted on compressor motor circuit, insulation tested",02/02/2024
HVAC-07,"Condenser coil heavily fouled with debris, cleaning observed as required",02/02/2024
HVAC-07,"Fuse blown on control circuit, root cause recorded and investigated",02/02/2024
HVAC-08,"Refrigerant charge low — technician detected low refrigerant level, top-up performed",02/02/2024
HVAC-08,Thermostat setpoint not being maintained — sensor drift reported and suspected,02/02/2024
HVAC-08,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",02/02/2024
HVAC-08,"Capacitor showing signs of elevated aging, voltage readings below specification",02/02/2024
HVAC-08,"Control board fault code F69 reported, reset performed",02/02/2024
HVAC-01,"Head pressure persistent elevated, condenser fan speed checked",03/02/2024
HVAC-02,Noise complaint from supply diffuser — turbulence reported,03/02/2024
HVAC-03,"Outside air damper recorded not fully closing, weather seal replaced",03/02/2024
HVAC-03,"Compressor short-cycling recorded, pressure switch inspected",03/02/2024
HVAC-03,"BMS communication timeout recorded on unit, manual override applied",03/02/2024
HVAC-04,"Occupancy sensor not triggering correctly, wiring fault observed",03/02/2024
HVAC-07,"Duct leakage observed at flex connector joints, sealed with mastic",03/02/2024
HVAC-08,"Voltage imbalance intermittent across phases, supply quality checked",03/02/2024
HVAC-01,"Occupancy sensor not triggering correctly, wiring fault observed",04/02/2024
HVAC-01,"Terminal block intermittent corrosion recorded, connections cleaned and tightened",04/02/2024
HVAC-01,"DDC controller reboot recorded, settings verified after restart",04/02/2024
HVAC-02,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",04/02/2024
HVAC-03,"Condenser fan motor significant noisy, bearing wear reported",04/02/2024
HVAC-03,"Terminal block intermittent corrosion reported, connections cleaned and tightened",04/02/2024
HVAC-03,Ductwork damper detected as stuck in partially closed position,04/02/2024
HVAC-04,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",04/02/2024
HVAC-04,"Condenser fan motor elevated noisy, bearing wear observed",04/02/2024
HVAC-06,"Capacitor showing signs of elevated aging, voltage readings below specification",04/02/2024
HVAC-07,"Economiser damper significant slow to respond, actuator noted and replaced",04/02/2024
HVAC-07,"Demand-controlled ventilation not responding to CO2 signal, observed",04/02/2024
HVAC-08,"Control board fault code F55 detected, reset performed",04/02/2024
HVAC-01,Thermostat setpoint not being maintained — sensor drift observed and suspected,05/02/2024
HVAC-01,"Scheduling fault — unit failed to start at programmed time, reported",05/02/2024
HVAC-02,"Scheduling fault — unit failed to start at programmed time, reported",05/02/2024
HVAC-02,"Refrigerant leak noted at service valve connection, repair scheduled",05/02/2024
HVAC-02,"Duct leakage detected at flex connector joints, sealed with mastic",05/02/2024
HVAC-02,"Compressor suction pressure elevated lower than expected, possible refrigerant leak observed",05/02/2024
HVAC-02,"Condenser fan motor intermittent noisy, bearing wear recorded",05/02/2024
HVAC-03,"Supply air temperature intermittent inconsistent, mixing box damper adjusted",05/02/2024
HVAC-04,"Scheduling fault — unit failed to start at programmed time, noted",05/02/2024
HVAC-04,"Alarms suppressed by contractor without authorisation, reported",05/02/2024
HVAC-05,"Refrigerant pressure readings outside specification, system checked",05/02/2024
HVAC-05,"DDC controller reboot recorded, settings verified after restart",05/02/2024
HVAC-05,"Duct leakage recorded at flex connector joints, sealed with mastic",05/02/2024
HVAC-06,"Return air temperature intermittent higher than setpoint, airflow restricted",05/02/2024
HVAC-07,"Duct leakage noted at flex connector joints, sealed with mastic",05/02/2024
HVAC-08,"Suction line frost recorded at expansion valve, TXV adjustment required",05/02/2024
HVAC-01,"Compressor suction pressure intermittent lower than expected, possible refrigerant leak observed",06/02/2024
HVAC-01,Thermostat setpoint not being maintained — sensor drift noted and suspected,06/02/2024
HVAC-01,"Refrigerant charge low — technician reported low refrigerant level, top-up performed",06/02/2024
HVAC-01,"Control board fault code F53 reported, reset performed",06/02/2024
HVAC-02,"High-pressure safety cutout triggered — unit shutdown, detected",06/02/2024
HVAC-02,"Outside air damper reported not fully closing, weather seal replaced",06/02/2024
HVAC-03,"Contactor contacts pitted and worn, replacement detected and scheduled",06/02/2024
HVAC-03,"Blower wheel fouled with debris, persistent buildup detected and cleaned",06/02/2024
HVAC-03,"Safety relief valve reported as weeping, scheduled for replacement",06/02/2024
HVAC-03,Manual reset required after high-limit thermostat trip,06/02/2024
HVAC-04,Refrigerant leak detector alarm reported in plant room,06/02/2024
HVAC-05,"Compressor suction pressure minor lower than expected, possible refrigerant leak reported",06/02/2024
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",06/02/2024
HVAC-07,"Supply air temperature intermittent inconsistent, mixing box damper adjusted",06/02/2024
HVAC-07,"Control board fault code F21 reported, reset performed",06/02/2024
HVAC-07,"Occupancy sensor not triggering correctly, wiring fault recorded",06/02/2024
HVAC-01,"Occupancy sensor not triggering correctly, wiring fault observed",07/02/2024
HVAC-03,"Return air temperature intermittent higher than setpoint, airflow restricted",07/02/2024
HVAC-03,"Low-pressure cutout reported repeatedly, refrigerant charge verified",07/02/2024
HVAC-03,"DDC controller reboot observed, settings verified after restart",07/02/2024
HVAC-03,"Occupancy sensor not triggering correctly, wiring fault noted",07/02/2024
HVAC-04,"Supply air temperature intermittent inconsistent, mixing box damper adjusted",07/02/2024
HVAC-06,"Condenser fan motor elevated noisy, bearing wear reported",07/02/2024
HVAC-08,"Motor run capacitor minor degraded, replaced during inspection",07/02/2024
HVAC-08,"Earth leakage recorded on compressor motor circuit, insulation tested",07/02/2024
HVAC-02,"Wiring insulation significant deteriorated at junction box, rewired",08/02/2024
HVAC-03,"Compressor short-cycling detected, pressure switch inspected",08/02/2024
HVAC-03,"Head pressure significant elevated, condenser fan speed checked",08/02/2024
HVAC-03,"Contactor contacts pitted and worn, replacement reported and scheduled",08/02/2024
HVAC-04,"Smoke detector in AHU compartment activated, area inspected",08/02/2024
HVAC-04,Refrigerant leak detector alarm recorded in plant room,08/02/2024
HVAC-05,"Earth leakage noted on compressor motor circuit, insulation tested",08/02/2024
HVAC-05,Electrical panel voltage fluctuation recorded during peak load,08/02/2024
HVAC-05,"Contactor contacts pitted and worn, replacement observed and scheduled",08/02/2024
HVAC-05,"BMS communication timeout noted on unit, manual override applied",08/02/2024
HVAC-07,"Occupancy sensor not triggering correctly, wiring fault detected",08/02/2024
HVAC-07,"Economiser damper intermittent slow to respond, actuator recorded and replaced",08/02/2024
HVAC-08,"Overload relay tripped, motor current draw observed as elevated",08/02/2024
HVAC-08,Ductwork damper observed as stuck in partially closed position,08/02/2024
HVAC-02,"Scheduling fault — unit failed to start at programmed time, detected",09/02/2024
HVAC-03,Ductwork damper reported as stuck in partially closed position,09/02/2024
HVAC-04,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",09/02/2024
HVAC-07,"Condenser coil heavily fouled with debris, cleaning reported as required",09/02/2024
HVAC-07,"Outside air damper recorded not fully closing, weather seal replaced",09/02/2024
HVAC-07,"Terminal block minor corrosion noted, connections cleaned and tightened",09/02/2024
HVAC-08,"Duct leakage noted at flex connector joints, sealed with mastic",09/02/2024
HVAC-08,"BACnet network interruption observed, gateway settings reviewed",09/02/2024
HVAC-01,"BACnet network interruption recorded, gateway settings reviewed",10/02/2024
HVAC-01,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",10/02/2024
HVAC-02,"Outside air damper detected not fully closing, weather seal replaced",10/02/2024
HVAC-03,"Compressor short-cycling detected, pressure switch inspected",10/02/2024
HVAC-03,Control sequence fault noted during changeover between heating and cooling,10/02/2024
HVAC-03,"Runtime hours counter intermittent mismatched with physical log, corrected",10/02/2024
HVAC-04,"Blower wheel fouled with debris, elevated buildup noted and cleaned",10/02/2024
HVAC-05,"Vibration isolation mounts significant deteriorated, unit reported as unstable",10/02/2024
HVAC-05,"Refrigerant leak detected at service valve connection, repair scheduled",10/02/2024
HVAC-06,"Return air temperature intermittent higher than setpoint, airflow restricted",10/02/2024
HVAC-06,Manual reset required after high-limit thermostat trip,10/02/2024
HVAC-06,"Scheduling fault — unit failed to start at programmed time, reported",10/02/2024
HVAC-07,"Refrigerant pressure readings outside specification, system checked",10/02/2024
HVAC-03,"Duct leakage observed at flex connector joints, sealed with mastic",11/02/2024
HVAC-03,"Occupancy sensor not triggering correctly, wiring fault recorded",11/02/2024
HVAC-03,"Supply fan belt significant worn, replacement observed and scheduled",11/02/2024
HVAC-05,"Compressor suction pressure persistent lower than expected, possible refrigerant leak noted",11/02/2024
HVAC-07,"Smoke detector in AHU compartment activated, area inspected",11/02/2024
HVAC-08,Compressor discharge temperature significant above normal operating range,11/02/2024
HVAC-08,"Refrigerant charge low — technician detected low refrigerant level, top-up performed",11/02/2024
HVAC-01,"Return air temperature minor higher than setpoint, airflow restricted",12/02/2024
HVAC-01,"Scheduling fault — unit failed to start at programmed time, recorded",12/02/2024
HVAC-02,"High-pressure safety cutout triggered — unit shutdown, reported",12/02/2024
HVAC-02,"Contactor contacts pitted and worn, replacement detected and scheduled",12/02/2024
HVAC-03,"Head pressure elevated elevated, condenser fan speed checked",12/02/2024
HVAC-03,"Economiser damper intermittent slow to respond, actuator recorded and replaced",12/02/2024
HVAC-03,"Control transformer output voltage minor low, unit inspected",12/02/2024
HVAC-04,"Wiring insulation minor deteriorated at junction box, rewired",12/02/2024
HVAC-04,"Condenser fan motor minor noisy, bearing wear reported",12/02/2024
HVAC-05,"Economiser damper significant slow to respond, actuator observed and replaced",12/02/2024
HVAC-06,"Refrigerant leak noted at service valve connection, repair scheduled",12/02/2024
HVAC-07,"Outside air damper noted not fully closing, weather seal replaced",12/02/2024
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",12/02/2024
HVAC-07,"BACnet network interruption detected, gateway settings reviewed",12/02/2024
HVAC-08,"Alarms suppressed by contractor without authorisation, reported",12/02/2024
HVAC-01,Compressor discharge temperature significant above normal operating range,13/02/2024
HVAC-02,"Earth leakage reported on compressor motor circuit, insulation tested",13/02/2024
HVAC-02,"Compressor short-cycling reported, pressure switch inspected",13/02/2024
HVAC-02,"Capacitor showing signs of minor aging, voltage readings below specification",13/02/2024
HVAC-03,"Supply fan belt elevated worn, replacement detected and scheduled",13/02/2024
HVAC-03,"Refrigerant leak detected at service valve connection, repair scheduled",13/02/2024
HVAC-03,"Fire damper failed functional test, maintenance team detected and notified",13/02/2024
HVAC-03,"Control transformer output voltage minor low, unit inspected",13/02/2024
HVAC-04,"Supply air temperature persistent inconsistent, mixing box damper adjusted",13/02/2024
HVAC-04,Compressor discharge temperature minor above normal operating range,13/02/2024
HVAC-06,Noise complaint from supply diffuser — turbulence detected,13/02/2024
HVAC-07,"Overload relay tripped, motor current draw reported as elevated",13/02/2024
HVAC-07,"Control transformer output voltage elevated low, unit inspected",13/02/2024
HVAC-02,"Blower wheel fouled with debris, persistent buildup noted and cleaned",14/02/2024
HVAC-02,"Refrigerant charge low — technician reported low refrigerant level, top-up performed",14/02/2024
HVAC-03,"Return air temperature intermittent higher than setpoint, airflow restricted",14/02/2024
HVAC-03,"Capacitor showing signs of persistent aging, voltage readings below specification",14/02/2024
HVAC-04,"Smoke detector in AHU compartment activated, area inspected",14/02/2024
HVAC-04,"DDC controller reboot noted, settings verified after restart",14/02/2024
HVAC-05,"Static pressure reading intermittent outside normal range, ductwork inspected",14/02/2024
HVAC-06,"Fan blade imbalance reported, vibration levels measured and recorded",14/02/2024
HVAC-06,"Control board fault code F91 reported, reset performed",14/02/2024
HVAC-07,"Condenser coil heavily fouled with debris, cleaning recorded as required",14/02/2024
HVAC-08,Air filter pressure drop elevated above recommended threshold,14/02/2024
HVAC-08,Electrical panel voltage fluctuation recorded during peak load,14/02/2024
HVAC-08,"Safety relief valve noted as weeping, scheduled for replacement",14/02/2024
HVAC-01,"Economiser damper elevated slow to respond, actuator detected and replaced",15/02/2024
HVAC-02,"Control board fault code F77 detected, reset performed",15/02/2024
HVAC-05,"Terminal block elevated corrosion noted, connections cleaned and tightened",15/02/2024
HVAC-05,"Contactor contacts pitted and worn, replacement noted and scheduled",15/02/2024
HVAC-06,"Terminal block minor corrosion detected, connections cleaned and tightened",15/02/2024
HVAC-07,"Capacitor showing signs of minor aging, voltage readings below specification",15/02/2024
HVAC-07,"Alarms suppressed by contractor without authorisation, observed",15/02/2024
HVAC-07,"Supply air temperature elevated inconsistent, mixing box damper adjusted",15/02/2024
HVAC-02,"Economiser damper significant slow to respond, actuator detected and replaced",16/02/2024
HVAC-03,"Blower wheel fouled with debris, significant buildup detected and cleaned",16/02/2024
HVAC-05,Refrigerant leak detector alarm noted in plant room,16/02/2024
HVAC-05,"Suction line frost observed at expansion valve, TXV adjustment required",16/02/2024
HVAC-06,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",16/02/2024
HVAC-07,"Compressor short-cycling noted, pressure switch inspected",16/02/2024
HVAC-07,"Condenser fan motor minor noisy, bearing wear observed",16/02/2024
HVAC-01,"Refrigerant leak noted at service valve connection, repair scheduled",17/02/2024
HVAC-03,"Supply fan belt elevated worn, replacement observed and scheduled",17/02/2024
HVAC-04,"Head pressure intermittent elevated, condenser fan speed checked",17/02/2024
HVAC-04,"Blower wheel fouled with debris, minor buildup noted and cleaned",17/02/2024
HVAC-04,"Demand-controlled ventilation not responding to CO2 signal, reported",17/02/2024
HVAC-05,"Overload relay tripped, motor current draw noted as elevated",17/02/2024
HVAC-06,Thermostat setpoint not being maintained — sensor drift observed and suspected,17/02/2024
HVAC-07,Compressor discharge temperature minor above normal operating range,17/02/2024
HVAC-07,"Blower wheel fouled with debris, significant buildup reported and cleaned",17/02/2024
HVAC-07,"Condenser fan motor minor noisy, bearing wear recorded",17/02/2024
HVAC-01,"Wiring insulation persistent deteriorated at junction box, rewired",18/02/2024
HVAC-02,"Compressor suction pressure elevated lower than expected, possible refrigerant leak detected",18/02/2024
HVAC-03,"Fan blade imbalance noted, vibration levels measured and recorded",18/02/2024
HVAC-03,"Supply fan belt significant worn, replacement recorded and scheduled",18/02/2024
HVAC-03,"Vibration isolation mounts persistent deteriorated, unit detected as unstable",18/02/2024
HVAC-03,"Refrigerant pressure readings outside specification, system checked",18/02/2024
HVAC-03,"Capacitor showing signs of persistent aging, voltage readings below specification",18/02/2024
HVAC-04,"Return air temperature significant higher than setpoint, airflow restricted",18/02/2024
HVAC-07,"Condenser fan motor significant noisy, bearing wear detected",18/02/2024
HVAC-07,"Condenser fan motor intermittent noisy, bearing wear observed",18/02/2024
HVAC-07,"Compressor suction pressure intermittent lower than expected, possible refrigerant leak reported",18/02/2024
HVAC-08,"Alarms suppressed by contractor without authorisation, detected",18/02/2024
HVAC-08,"Motor run capacitor minor degraded, replaced during inspection",18/02/2024
HVAC-03,"Voltage imbalance significant across phases, supply quality checked",19/02/2024
HVAC-03,"Smoke detector in AHU compartment activated, area inspected",19/02/2024
HVAC-03,"Motor run capacitor elevated degraded, replaced during inspection",19/02/2024
HVAC-03,"Blower wheel fouled with debris, elevated buildup noted and cleaned",19/02/2024
HVAC-03,"Setpoint drift observed on zone controller overnight, investigated",19/02/2024
HVAC-03,"High-pressure safety cutout triggered — unit shutdown, recorded",19/02/2024
HVAC-03,"Condensate drain overflowing, float switch noted and replaced",19/02/2024
HVAC-04,"Refrigerant charge low — technician observed low refrigerant level, top-up performed",19/02/2024
HVAC-05,"Supply air temperature minor inconsistent, mixing box damper adjusted",19/02/2024
HVAC-05,"High-pressure safety cutout triggered — unit shutdown, observed",19/02/2024
HVAC-05,"Compressor short-cycling recorded, pressure switch inspected",19/02/2024
HVAC-05,"Compressor short-cycling detected, pressure switch inspected",19/02/2024
HVAC-06,"Duct leakage noted at flex connector joints, sealed with mastic",19/02/2024
HVAC-07,"Motor run capacitor minor degraded, replaced during inspection",19/02/2024
HVAC-07,"Scheduling fault — unit failed to start at programmed time, reported",19/02/2024
HVAC-07,"BACnet network interruption noted, gateway settings reviewed",19/02/2024
HVAC-01,"Motor run capacitor intermittent degraded, replaced during inspection",20/02/2024
HVAC-01,"Condenser coil heavily fouled with debris, cleaning detected as required",20/02/2024
HVAC-01,"Blower wheel fouled with debris, persistent buildup recorded and cleaned",20/02/2024
HVAC-02,"Alarms suppressed by contractor without authorisation, detected",20/02/2024
HVAC-03,"Economiser damper elevated slow to respond, actuator observed and replaced",20/02/2024
HVAC-03,"Demand-controlled ventilation not responding to CO2 signal, detected",20/02/2024
HVAC-03,"Compressor short-cycling recorded, pressure switch inspected",20/02/2024
HVAC-03,"Suction line frost recorded at expansion valve, TXV adjustment required",20/02/2024
HVAC-04,"Compressor suction pressure elevated lower than expected, possible refrigerant leak observed",20/02/2024
HVAC-05,Electrical panel voltage fluctuation observed during peak load,20/02/2024
HVAC-05,"Control board fault code F18 observed, reset performed",20/02/2024
HVAC-05,"High-pressure safety cutout triggered — unit shutdown, reported",20/02/2024
HVAC-05,Compressor discharge temperature significant above normal operating range,20/02/2024
HVAC-07,Compressor discharge temperature persistent above normal operating range,20/02/2024
HVAC-07,"Suction line frost reported at expansion valve, TXV adjustment required",20/02/2024
HVAC-07,"Contactor contacts pitted and worn, replacement detected and scheduled",20/02/2024
HVAC-08,"Contactor contacts pitted and worn, replacement recorded and scheduled",20/02/2024
HVAC-08,"Vibration isolation mounts minor deteriorated, unit recorded as unstable",20/02/2024
HVAC-01,"Condensate drain overflowing, float switch noted and replaced",21/02/2024
HVAC-01,"Terminal block intermittent corrosion recorded, connections cleaned and tightened",21/02/2024
HVAC-02,Control sequence fault recorded during changeover between heating and cooling,21/02/2024
HVAC-03,"Motor run capacitor elevated degraded, replaced during inspection",21/02/2024
HVAC-03,"Alarms suppressed by contractor without authorisation, noted",21/02/2024
HVAC-03,Compressor discharge temperature elevated above normal operating range,21/02/2024
HVAC-03,"Demand-controlled ventilation not responding to CO2 signal, recorded",21/02/2024
HVAC-04,"Wiring insulation significant deteriorated at junction box, rewired",21/02/2024
HVAC-06,"Alarms suppressed by contractor without authorisation, detected",21/02/2024
HVAC-06,Noise complaint from supply diffuser — turbulence observed,21/02/2024
HVAC-06,Air filter pressure drop persistent above recommended threshold,21/02/2024
HVAC-07,Control sequence fault reported during changeover between heating and cooling,21/02/2024
HVAC-07,"Refrigerant leak detected at service valve connection, repair scheduled",21/02/2024
HVAC-07,Manual reset required after high-limit thermostat trip,21/02/2024
HVAC-07,"Duct leakage observed at flex connector joints, sealed with mastic",21/02/2024
HVAC-03,"Refrigerant charge low — technician reported low refrigerant level, top-up performed",22/02/2024
HVAC-03,"BMS communication timeout reported on unit, manual override applied",22/02/2024
HVAC-04,"Vibration isolation mounts persistent deteriorated, unit recorded as unstable",22/02/2024
HVAC-07,"Economiser damper persistent slow to respond, actuator observed and replaced",22/02/2024
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",22/02/2024
HVAC-07,"Control board fault code F17 observed, reset performed",22/02/2024
HVAC-08,"Return air temperature intermittent higher than setpoint, airflow restricted",22/02/2024
HVAC-08,"Vibration isolation mounts elevated deteriorated, unit observed as unstable",22/02/2024
HVAC-01,Refrigerant leak detector alarm observed in plant room,23/02/2024
HVAC-01,"Economiser damper significant slow to respond, actuator reported and replaced",23/02/2024
HVAC-01,"Earth leakage detected on compressor motor circuit, insulation tested",23/02/2024
HVAC-02,"Vibration isolation mounts persistent deteriorated, unit detected as unstable",23/02/2024
HVAC-03,Thermostat setpoint not being maintained — sensor drift reported and suspected,23/02/2024
HVAC-07,"Supply fan belt minor worn, replacement noted and scheduled",23/02/2024
HVAC-07,"Duct leakage detected at flex connector joints, sealed with mastic",23/02/2024
HVAC-07,"Suction line frost recorded at expansion valve, TXV adjustment required",23/02/2024
HVAC-08,"Contactor contacts pitted and worn, replacement reported and scheduled",23/02/2024
HVAC-03,"BMS communication timeout recorded on unit, manual override applied",24/02/2024
HVAC-03,"Fuse blown on control circuit, root cause recorded and investigated",24/02/2024
HVAC-04,"Blower wheel fouled with debris, significant buildup recorded and cleaned",24/02/2024
HVAC-04,Thermostat setpoint not being maintained — sensor drift detected and suspected,24/02/2024
HVAC-04,"Fan blade imbalance observed, vibration levels measured and recorded",24/02/2024
HVAC-06,"Terminal block persistent corrosion recorded, connections cleaned and tightened",24/02/2024
HVAC-06,"Blower wheel fouled with debris, significant buildup detected and cleaned",24/02/2024
HVAC-07,Electrical panel voltage fluctuation reported during peak load,24/02/2024
HVAC-07,"Anti-freeze thermostat setpoint detected as incorrectly set, corrected",24/02/2024
HVAC-07,Thermostat setpoint not being maintained — sensor drift recorded and suspected,24/02/2024
HVAC-08,Electrical panel voltage fluctuation noted during peak load,24/02/2024
HVAC-08,"Return air temperature intermittent higher than setpoint, airflow restricted",24/02/2024
HVAC-03,"Suction line frost observed at expansion valve, TXV adjustment required",25/02/2024
HVAC-03,"Supply fan belt elevated worn, replacement detected and scheduled",25/02/2024
HVAC-04,"Smoke detector in AHU compartment activated, area inspected",25/02/2024
HVAC-05,"Earth leakage observed on compressor motor circuit, insulation tested",25/02/2024
HVAC-05,"DDC controller reboot recorded, settings verified after restart",25/02/2024
HVAC-07,"Condenser coil heavily fouled with debris, cleaning detected as required",25/02/2024
HVAC-07,"Compressor short-cycling observed, pressure switch inspected",25/02/2024
HVAC-07,"Supply air temperature significant inconsistent, mixing box damper adjusted",25/02/2024
HVAC-07,"Control transformer output voltage persistent low, unit inspected",25/02/2024
HVAC-08,"Motor run capacitor intermittent degraded, replaced during inspection",25/02/2024
HVAC-08,"Demand-controlled ventilation not responding to CO2 signal, recorded",25/02/2024
HVAC-02,"Evaporator coil frosting over, defrost cycle initiated",26/02/2024
HVAC-03,"Supply air temperature persistent inconsistent, mixing box damper adjusted",26/02/2024
HVAC-03,"Supply fan belt significant worn, replacement noted and scheduled",26/02/2024
HVAC-03,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",26/02/2024
HVAC-04,"Evaporator coil frosting over, defrost cycle initiated",26/02/2024
HVAC-04,"Voltage imbalance elevated across phases, supply quality checked",26/02/2024
HVAC-06,"Zone temperature sensor persistent out of calibration, recalibrated",26/02/2024
HVAC-06,"Earth leakage reported on compressor motor circuit, insulation tested",26/02/2024
HVAC-07,"Runtime hours counter persistent mismatched with physical log, corrected",26/02/2024
HVAC-01,"Voltage imbalance elevated across phases, supply quality checked",27/02/2024
HVAC-01,Refrigerant leak detector alarm detected in plant room,27/02/2024
HVAC-01,"Voltage imbalance minor across phases, supply quality checked",27/02/2024
HVAC-03,"Overload relay tripped, motor current draw detected as elevated",27/02/2024
HVAC-05,"Suction line frost detected at expansion valve, TXV adjustment required",27/02/2024
HVAC-05,"Safety relief valve reported as weeping, scheduled for replacement",27/02/2024
HVAC-05,"Fire damper failed functional test, maintenance team recorded and notified",27/02/2024
HVAC-06,"Duct leakage noted at flex connector joints, sealed with mastic",27/02/2024
HVAC-06,"Condenser coil heavily fouled with debris, cleaning reported as required",27/02/2024
HVAC-08,"Supply fan belt elevated worn, replacement reported and scheduled",27/02/2024
HVAC-01,"Refrigerant leak detected at service valve connection, repair scheduled",28/02/2024
HVAC-02,Thermostat setpoint not being maintained — sensor drift detected and suspected,28/02/2024
HVAC-02,"Smoke detector in AHU compartment activated, area inspected",28/02/2024
HVAC-02,"BMS communication timeout reported on unit, manual override applied",28/02/2024
HVAC-02,"Control board fault code F62 noted, reset performed",28/02/2024
HVAC-03,"Duct leakage reported at flex connector joints, sealed with mastic",28/02/2024
HVAC-03,"Fan blade imbalance reported, vibration levels measured and recorded",28/02/2024
HVAC-05,"Duct leakage reported at flex connector joints, sealed with mastic",28/02/2024
HVAC-06,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",28/02/2024
HVAC-06,"Economiser damper persistent slow to respond, actuator observed and replaced",28/02/2024
HVAC-07,"Scheduling fault — unit failed to start at programmed time, noted",28/02/2024
HVAC-08,"Scheduling fault — unit failed to start at programmed time, recorded",28/02/2024
HVAC-01,"Occupancy sensor not triggering correctly, wiring fault noted",29/02/2024
HVAC-01,"Condenser fan motor persistent noisy, bearing wear reported",29/02/2024
HVAC-01,"Wiring insulation elevated deteriorated at junction box, rewired",29/02/2024
HVAC-02,"Supply fan belt persistent worn, replacement detected and scheduled",29/02/2024
HVAC-03,"Refrigerant leak reported at service valve connection, repair scheduled",29/02/2024
HVAC-03,"DDC controller reboot detected, settings verified after restart",29/02/2024
HVAC-04,"Motor run capacitor intermittent degraded, replaced during inspection",29/02/2024
HVAC-04,"Return air temperature elevated higher than setpoint, airflow restricted",29/02/2024
HVAC-04,"Fire damper failed functional test, maintenance team detected and notified",29/02/2024
HVAC-05,"Fuse blown on control circuit, root cause recorded and investigated",29/02/2024
HVAC-05,"Supply air temperature intermittent inconsistent, mixing box damper adjusted",29/02/2024
HVAC-05,"Demand-controlled ventilation not responding to CO2 signal, detected",29/02/2024
HVAC-07,"Control board fault code F81 recorded, reset performed",29/02/2024
HVAC-07,Electrical panel voltage fluctuation detected during peak load,29/02/2024
HVAC-07,"Fan blade imbalance reported, vibration levels measured and recorded",29/02/2024
HVAC-08,Noise complaint from supply diffuser — turbulence noted,29/02/2024
HVAC-08,"Static pressure reading intermittent outside normal range, ductwork inspected",29/02/2024
HVAC-02,Electrical panel voltage fluctuation recorded during peak load,01/03/2024
HVAC-03,Thermostat setpoint not being maintained — sensor drift detected and suspected,01/03/2024
HVAC-03,Electrical panel voltage fluctuation reported during peak load,01/03/2024
HVAC-03,"Voltage imbalance persistent across phases, supply quality checked",01/03/2024
HVAC-05,"Voltage imbalance elevated across phases, supply quality checked",01/03/2024
HVAC-06,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",01/03/2024
HVAC-06,"Earth leakage reported on compressor motor circuit, insulation tested",01/03/2024
