asset_id,maintenance_log,date
HVAC-04,"BACnet network interruption detected, gateway settings reviewed",08/04/2023
HVAC-05,Air filter pressure drop minor above recommended threshold,08/04/2023
HVAC-05,"Condensate drain overflowing, float switch detected and replaced",08/04/2023
HVAC-05,"Static pressure reading significant outside normal range, ductwork inspected",08/04/2023
HVAC-07,"Runtime hours counter persistent mismatched with physical log, corrected",08/04/2023
HVAC-07,"Supply fan belt minor worn, replacement detected and scheduled",08/04/2023
HVAC-07,"Return air temperature minor higher than setpoint, airflow restricted",08/04/2023
HVAC-08,"Return air temperature persistent higher than setpoint, airflow restricted",08/04/2023
HVAC-01,"Terminal block persistent corrosion detected, connections cleaned and tightened",09/04/2023
HVAC-02,"Outside air damper detected not fully closing, weather seal replaced",09/04/2023
HVAC-02,Control sequence fault reported during changeover between heating and cooling,09/04/2023
HVAC-03,"Supply air temperature persistent inconsistent, mixing box damper adjusted",09/04/2023
HVAC-03,"Contactor contacts pitted and worn, replacement observed and scheduled",09/04/2023
HVAC-03,"Wiring insulation significant deteriorated at junction box, rewired",09/04/2023
HVAC-03,"BACnet network interruption noted, gateway settings reviewed",09/04/2023
HVAC-03,"Safety relief valve detected as weeping, scheduled for replacement",09/04/2023
HVAC-03,Control sequence fault reported during changeover between heating and cooling,09/04/2023
HVAC-03,"Control board fault code F48 observed, reset performed",09/04/2023
HVAC-03,"Control transformer output voltage minor low, unit inspected",09/04/2023
HVAC-03,Manual reset required after high-limit thermostat trip,09/04/2023
HVAC-03,"High-pressure safety cutout triggered — unit shutdown, recorded",09/04/2023
HVAC-03,"Safety relief valve observed as weeping, scheduled for replacement",09/04/2023
HVAC-04,"Head pressure intermittent elevated, condenser fan speed checked",09/04/2023
HVAC-04,"Overload relay tripped, motor current draw noted as elevated",09/04/2023
HVAC-04,"Contactor contacts pitted and worn, replacement detected and scheduled",09/04/2023
HVAC-05,"Supply air temperature persistent inconsistent, mixing box damper adjusted",09/04/2023
HVAC-07,"Wiring insulation minor deteriorated at junction box, rewired",09/04/2023
HVAC-07,"Blower wheel fouled with debris, intermittent buildup detected and cleaned",09/04/2023
HVAC-07,"Zone temperature sensor minor out of calibration, recalibrated",09/04/2023
HVAC-07,"Static pressure reading persistent outside normal range, ductwork inspected",09/04/2023
HVAC-07,"Fuse blown on control circuit, root cause observed and investigated",09/04/2023
HVAC-07,"Anti-freeze thermostat setpoint recorded as incorrectly set, corrected",09/04/2023
HVAC-08,"Blower wheel fouled with debris, persistent buildup reported and cleaned",09/04/2023
HVAC-08,"Overload relay tripped, motor current draw recorded as elevated",09/04/2023
HVAC-08,"Wiring insulation significant deteriorated at junction box, rewired",09/04/2023
HVAC-08,"Condenser fan motor significant noisy, bearing wear recorded",09/04/2023
HVAC-08,"Voltage imbalance minor across phases, supply quality checked",09/04/2023
HVAC-02,Refrigerant leak detector alarm recorded in plant room,10/04/2023
HVAC-03,"BACnet network interruption observed, gateway settings reviewed",10/04/2023
HVAC-03,"BMS communication timeout observed on unit, manual override applied",10/04/2023
HVAC-03,"DDC controller reboot recorded, settings verified after restart",10/04/2023
HVAC-03,"Blower wheel fouled with debris, minor buildup observed and cleaned",10/04/2023
HVAC-03,"Wiring insulation elevated deteriorated at junction box, rewired",10/04/2023
HVAC-03,"Motor run capacitor persistent degraded, replaced during inspection",10/04/2023
HVAC-03,"Static pressure reading minor outside normal range, ductwork inspected",10/04/2023
HVAC-03,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",10/04/2023
HVAC-04,"Fan blade imbalance observed, vibration levels measured and recorded",10/04/2023
HVAC-04,"BMS communication timeout recorded on unit, manual override applied",10/04/2023
HVAC-05,"Setpoint drift reported on zone controller overnight, investigated",10/04/2023
HVAC-06,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",10/04/2023
HVAC-07,"Duct leakage observed at flex connector joints, sealed with mastic",10/04/2023
HVAC-07,"Smoke detector in AHU compartment activated, area inspected",10/04/2023
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",10/04/2023
HVAC-07,"Supply fan belt minor worn, replacement detected and scheduled",10/04/2023
HVAC-07,"Head pressure elevated elevated, condenser fan speed checked",10/04/2023
HVAC-01,"Vibration isolation mounts minor deteriorated, unit reported as unstable",11/04/2023
HVAC-02,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",11/04/2023
HVAC-03,"Alarms suppressed by contractor without authorisation, observed",11/04/2023
HVAC-03,"Condensate drain overflowing, float switch detected and replaced",11/04/2023
HVAC-03,"Supply air temperature minor inconsistent, mixing box damper adjusted",11/04/2023
HVAC-06,"Duct leakage reported at flex connector joints, sealed with mastic",11/04/2023
HVAC-07,"Voltage imbalance elevated across phases, supply quality checked",11/04/2023
HVAC-07,"Supply fan belt significant worn, replacement noted and scheduled",11/04/2023
HVAC-07,"Low-pressure cutout detected repeatedly, refrigerant charge verified",11/04/2023
HVAC-08,"Overload relay tripped, motor current draw noted as elevated",11/04/2023
HVAC-01,"BACnet network interruption reported, gateway settings reviewed",12/04/2023
HVAC-01,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",12/04/2023
HVAC-02,"Overload relay tripped, motor current draw recorded as elevated",12/04/2023
HVAC-02,"Control transformer output voltage elevated low, unit inspected",12/04/2023
HVAC-03,"Control board fault code F59 observed, reset performed",12/04/2023
HVAC-03,"Demand-controlled ventilation not responding to CO2 signal, noted",12/04/2023
HVAC-03,"Overload relay tripped, motor current draw reported as elevated",12/04/2023
HVAC-03,"Supply fan belt significant worn, replacement noted and scheduled",12/04/2023
HVAC-03,"Refrigerant pressure readings outside specification, system checked",12/04/2023
HVAC-04,"Static pressure reading minor outside normal range, ductwork inspected",12/04/2023
HVAC-04,"Control transformer output voltage elevated low, unit inspected",12/04/2023
HVAC-05,"Control board fault code F38 noted, reset performed",12/04/2023
HVAC-05,"Wiring insulation minor deteriorated at junction box, rewired",12/04/2023
HVAC-06,"Compressor suction pressure intermittent lower than expected, possible refrigerant leak noted",12/04/2023
HVAC-06,"BACnet network interruption reported, gateway settings reviewed",12/04/2023
HVAC-07,"Motor run capacitor persistent degraded, replaced during inspection",12/04/2023
HVAC-07,"Runtime hours counter intermittent mismatched with physical log, corrected",12/04/2023
HVAC-07,"Runtime hours counter significant mismatched with physical log, corrected",12/04/2023
HVAC-02,"Scheduling fault — unit failed to start at programmed time, recorded",13/04/2023
HVAC-03,"Condenser coil heavily fouled with debris, cleaning detected as required",13/04/2023
HVAC-03,"BACnet network interruption reported, gateway settings reviewed",13/04/2023
HVAC-03,"Refrigerant charge low — technician detected low refrigerant level, top-up performed",13/04/2023
HVAC-03,"Low-pressure cutout noted repeatedly, refrigerant charge verified",13/04/2023
HVAC-04,"Outside air damper recorded not fully closing, weather seal replaced",13/04/2023
HVAC-04,"Head pressure significant elevated, condenser fan speed checked",13/04/2023
HVAC-05,"Refrigerant charge low — technician observed low refrigerant level, top-up performed",13/04/2023
HVAC-05,"BACnet network interruption noted, gateway settings reviewed",13/04/2023
HVAC-06,"Static pressure reading intermittent outside normal range, ductwork inspected",13/04/2023
HVAC-07,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",13/04/2023
HVAC-07,"BMS communication timeout detected on unit, manual override applied",13/04/2023
HVAC-08,Control sequence fault noted during changeover between heating and cooling,13/04/2023
HVAC-08,Compressor discharge temperature minor above normal operating range,13/04/2023
HVAC-01,"Zone temperature sensor intermittent out of calibration, recalibrated",14/04/2023
HVAC-02,"Duct leakage observed at flex connector joints, sealed with mastic",14/04/2023
HVAC-03,Electrical panel voltage fluctuation recorded during peak load,14/04/2023
HVAC-03,"Earth leakage observed on compressor motor circuit, insulation tested",14/04/2023
HVAC-03,Air filter pressure drop minor above recommended threshold,14/04/2023
HVAC-04,"Supply air temperature intermittent inconsistent, mixing box damper adjusted",14/04/2023
HVAC-04,"Wiring insulation elevated deteriorated at junction box, rewired",14/04/2023
HVAC-06,"Wiring insulation significant deteriorated at junction box, rewired",14/04/2023
HVAC-07,"Economiser damper minor slow to respond, actuator recorded and replaced",14/04/2023
HVAC-07,"Compressor short-cycling noted, pressure switch inspected",14/04/2023
HVAC-07,"Safety relief valve noted as weeping, scheduled for replacement",14/04/2023
HVAC-08,"Refrigerant charge low — technician observed low refrigerant level, top-up performed",14/04/2023
HVAC-01,"Supply fan belt minor worn, replacement detected and scheduled",15/04/2023
HVAC-02,"Refrigerant pressure readings outside specification, system checked",15/04/2023
HVAC-02,"Condenser fan motor intermittent noisy, bearing wear observed",15/04/2023
HVAC-02,Manual reset required after high-limit thermostat trip,15/04/2023
HVAC-03,Air filter pressure drop minor above recommended threshold,15/04/2023
HVAC-03,"Supply fan belt minor worn, replacement noted and scheduled",15/04/2023
HVAC-03,"Refrigerant charge low — technician noted low refrigerant level, top-up performed",15/04/2023
HVAC-03,Compressor discharge temperature minor above normal operating range,15/04/2023
HVAC-05,"Outside air damper observed not fully closing, weather seal replaced",15/04/2023
HVAC-06,"Compressor suction pressure minor lower than expected, possible refrigerant leak noted",15/04/2023
HVAC-06,"Control board fault code F64 detected, reset performed",15/04/2023
HVAC-07,"Supply fan belt persistent worn, replacement noted and scheduled",15/04/2023
HVAC-07,"Compressor short-cycling detected, pressure switch inspected",15/04/2023
HVAC-07,"Motor run capacitor intermittent degraded, replaced during inspection",15/04/2023
HVAC-07,"Control board fault code F56 recorded, reset performed",15/04/2023
HVAC-07,Manual reset required after high-limit thermostat trip,15/04/2023
HVAC-07,"Blower wheel fouled with debris, elevated buildup observed and cleaned",15/04/2023
HVAC-08,"Motor run capacitor significant degraded, replaced during inspection",15/04/2023
HVAC-01,Air filter pressure drop significant above recommended threshold,16/04/2023
HVAC-03,"BMS communication timeout reported on unit, manual override applied",16/04/2023
HVAC-03,"DDC controller reboot recorded, settings verified after restart",16/04/2023
HVAC-03,"Economiser damper intermittent slow to respond, actuator detected and replaced",16/04/2023
HVAC-03,"Setpoint drift reported on zone controller overnight, investigated",16/04/2023
HVAC-03,"Earth leakage detected on compressor motor circuit, insulation tested",16/04/2023
HVAC-03,Air filter pressure drop persistent above recommended threshold,16/04/2023
HVAC-03,"Compressor suction pressure elevated lower than expected, possible refrigerant leak recorded",16/04/2023
HVAC-03,"Head pressure elevated elevated, condenser fan speed checked",16/04/2023
HVAC-03,"Blower wheel fouled with debris, minor buildup detected and cleaned",16/04/2023
HVAC-03,"Return air temperature significant higher than setpoint, airflow restricted",16/04/2023
HVAC-03,"Compressor short-cycling recorded, pressure switch inspected",16/04/2023
HVAC-03,"Refrigerant pressure readings outside specification, system checked",16/04/2023
HVAC-03,Electrical panel voltage fluctuation recorded during peak load,16/04/2023
HVAC-03,"Economiser damper minor slow to respond, actuator noted and replaced",16/04/2023
HVAC-03,"Duct leakage detected at flex connector joints, sealed with mastic",16/04/2023
HVAC-05,"Zone temperature sensor significant out of calibration, recalibrated",16/04/2023
HVAC-06,"Condenser coil heavily fouled with debris, cleaning detected as required",16/04/2023
HVAC-06,"Head pressure persistent elevated, condenser fan speed checked",16/04/2023
HVAC-06,"Control board fault code F72 noted, reset performed",16/04/2023
HVAC-07,Manual reset required after high-limit thermostat trip,16/04/2023
HVAC-07,"Earth leakage reported on compressor motor circuit, insulation tested",16/04/2023
HVAC-07,"High-pressure safety cutout triggered — unit shutdown, reported",16/04/2023
HVAC-08,"Duct leakage observed at flex connector joints, sealed with mastic",16/04/2023
HVAC-01,"Evaporator coil frosting over, defrost cycle initiated",17/04/2023
HVAC-03,"Outside air damper reported not fully closing, weather seal replaced",17/04/2023
HVAC-03,"Contactor contacts pitted and worn, replacement noted and scheduled",17/04/2023
HVAC-03,"Overload relay tripped, motor current draw detected as elevated",17/04/2023
HVAC-03,"Return air temperature intermittent higher than setpoint, airflow restricted",17/04/2023
HVAC-04,Electrical panel voltage fluctuation detected during peak load,17/04/2023
HVAC-06,"Condenser coil heavily fouled with debris, cleaning observed as required",17/04/2023
HVAC-06,Electrical panel voltage fluctuation noted during peak load,17/04/2023
HVAC-06,"Supply fan belt elevated worn, replacement recorded and scheduled",17/04/2023
HVAC-07,"Occupancy sensor not triggering correctly, wiring fault noted",17/04/2023
HVAC-07,"Condensate drain overflowing, float switch observed and replaced",17/04/2023
HVAC-07,"Wiring insulation persistent deteriorated at junction box, rewired",17/04/2023
HVAC-07,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",17/04/2023
HVAC-07,"Occupancy sensor not triggering correctly, wiring fault reported",17/04/2023
HVAC-07,"Outside air damper reported not fully closing, weather seal replaced",17/04/2023
HVAC-08,"Motor run capacitor minor degraded, replaced during inspection",17/04/2023
HVAC-08,"Low-pressure cutout reported repeatedly, refrigerant charge verified",17/04/2023
HVAC-02,"Alarms suppressed by contractor without authorisation, observed",18/04/2023
HVAC-02,"Duct leakage reported at flex connector joints, sealed with mastic",18/04/2023
HVAC-02,"Overload relay tripped, motor current draw observed as elevated",18/04/2023
HVAC-03,"Fan blade imbalance recorded, vibration levels measured and recorded",18/04/2023
HVAC-04,"Supply fan belt intermittent worn, replacement detected and scheduled",18/04/2023
HVAC-04,"Compressor suction pressure intermittent lower than expected, possible refrigerant leak detected",18/04/2023
HVAC-06,"Return air temperature persistent higher than setpoint, airflow restricted",18/04/2023
HVAC-06,"Scheduling fault — unit failed to start at programmed time, detected",18/04/2023
HVAC-07,"Wiring insulation intermittent deteriorated at junction box, rewired",18/04/2023
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",18/04/2023
HVAC-07,"Fuse blown on control circuit, root cause noted and investigated",18/04/2023
HVAC-07,"Return air temperature intermittent higher than setpoint, airflow restricted",18/04/2023
HVAC-07,"Control transformer output voltage significant low, unit inspected",18/04/2023
HVAC-07,"Duct leakage reported at flex connector joints, sealed with mastic",18/04/2023
HVAC-07,"Supply fan belt elevated worn, replacement recorded and scheduled",18/04/2023
HVAC-08,Manual reset required after high-limit thermostat trip,18/04/2023
HVAC-08,"Compressor short-cycling detected, pressure switch inspected",18/04/2023
HVAC-01,Compressor discharge temperature persistent above normal operating range,19/04/2023
HVAC-01,"Compressor short-cycling recorded, pressure switch inspected",19/04/2023
HVAC-02,"Occupancy sensor not triggering correctly, wiring fault observed",19/04/2023
HVAC-02,"Smoke detector in AHU compartment activated, area inspected",19/04/2023
HVAC-03,"Evaporator coil frosting over, defrost cycle initiated",19/04/2023
HVAC-03,"Fan blade imbalance recorded, vibration levels measured and recorded",19/04/2023
HVAC-04,"Voltage imbalance significant across phases, supply quality checked",19/04/2023
HVAC-05,Compressor discharge temperature elevated above normal operating range,19/04/2023
HVAC-06,"Evaporator coil frosting over, defrost cycle initiated",19/04/2023
HVAC-06,"Contactor contacts pitted and worn, replacement recorded and scheduled",19/04/2023
HVAC-06,"Refrigerant pressure readings outside specification, system checked",19/04/2023
HVAC-06,"Supply air temperature persistent inconsistent, mixing box damper adjusted",19/04/2023
HVAC-06,"Fan blade imbalance recorded, vibration levels measured and recorded",19/04/2023
HVAC-07,"Wiring insulation significant deteriorated at junction box, rewired",19/04/2023
HVAC-07,"Runtime hours counter elevated mismatched with physical log, corrected",19/04/2023
HVAC-07,"Fan blade imbalance detected, vibration levels measured and recorded",19/04/2023
HVAC-07,"Refrigerant leak noted at service valve connection, repair scheduled",19/04/2023
HVAC-07,Electrical panel voltage fluctuation noted during peak load,19/04/2023
HVAC-07,"Supply air temperature intermittent inconsistent, mixing box damper adjusted",19/04/2023
HVAC-04,"Low-pressure cutout observed repeatedly, refrigerant charge verified",20/04/2023
HVAC-06,"Wiring insulation elevated deteriorated at junction box, rewired",20/04/2023
HVAC-07,"Scheduling fault — unit failed to start at programmed time, noted",20/04/2023
HVAC-07,"Condensate drain overflowing, float switch reported and replaced",20/04/2023
HVAC-08,"Control transformer output voltage intermittent low, unit inspected",20/04/2023
HVAC-08,"DDC controller reboot recorded, settings verified after restart",20/04/2023
HVAC-04,"Wiring insulation persistent deteriorated at junction box, rewired",21/04/2023
HVAC-05,"Condenser coil heavily fouled with debris, cleaning reported as required",21/04/2023
HVAC-06,"Fire damper failed functional test, maintenance team observed and notified",21/04/2023
HVAC-06,"Vibration isolation mounts minor deteriorated, unit recorded as unstable",21/04/2023
HVAC-07,"Earth leakage detected on compressor motor circuit, insulation tested",21/04/2023
HVAC-07,"Scheduling fault — unit failed to start at programmed time, recorded",21/04/2023
HVAC-01,"Fan blade imbalance reported, vibration levels measured and recorded",22/04/2023
HVAC-01,"Wiring insulation intermittent deteriorated at junction box, rewired",22/04/2023
HVAC-02,"BMS communication timeout observed on unit, manual override applied",22/04/2023
HVAC-02,"Capacitor showing signs of intermittent aging, voltage readings below specification",22/04/2023
HVAC-02,Control sequence fault detected during changeover between heating and cooling,22/04/2023
HVAC-02,"BACnet network interruption noted, gateway settings reviewed",22/04/2023
HVAC-02,"Voltage imbalance minor across phases, supply quality checked",22/04/2023
HVAC-03,"Fuse blown on control circuit, root cause detected and investigated",22/04/2023
HVAC-03,"Duct leakage detected at flex connector joints, sealed with mastic",22/04/2023
HVAC-03,"Motor run capacitor elevated degraded, replaced during inspection",22/04/2023
HVAC-05,"Low-pressure cutout reported repeatedly, refrigerant charge verified",22/04/2023
HVAC-06,"Economiser damper intermittent slow to respond, actuator recorded and replaced",22/04/2023
HVAC-06,Ductwork damper recorded as stuck in partially closed position,22/04/2023
HVAC-06,Compressor discharge temperature intermittent above normal operating range,22/04/2023
HVAC-07,"Setpoint drift observed on zone controller overnight, investigated",22/04/2023
HVAC-07,"Fuse blown on control circuit, root cause detected and investigated",22/04/2023
HVAC-07,"Refrigerant charge low — technician observed low refrigerant level, top-up performed",22/04/2023
HVAC-08,"Demand-controlled ventilation not responding to CO2 signal, observed",22/04/2023
HVAC-01,"Setpoint drift reported on zone controller overnight, investigated",23/04/2023
HVAC-03,Air filter pressure drop minor above recommended threshold,23/04/2023
HVAC-03,"Static pressure reading elevated outside normal range, ductwork inspected",23/04/2023
HVAC-03,"Low-pressure cutout recorded repeatedly, refrigerant charge verified",23/04/2023
HVAC-04,"Compressor suction pressure persistent lower than expected, possible refrigerant leak reported",23/04/2023
HVAC-04,"Contactor contacts pitted and worn, replacement reported and scheduled",23/04/2023
HVAC-04,"Control board fault code F15 detected, reset performed",23/04/2023
HVAC-04,Air filter pressure drop intermittent above recommended threshold,23/04/2023
HVAC-05,"Smoke detector in AHU compartment activated, area inspected",23/04/2023
HVAC-07,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",23/04/2023
HVAC-07,"Earth leakage detected on compressor motor circuit, insulation tested",23/04/2023
HVAC-08,"Motor run capacitor significant degraded, replaced during inspection",23/04/2023
HVAC-01,Air filter pressure drop minor above recommended threshold,24/04/2023
HVAC-02,Control sequence fault recorded during changeover between heating and cooling,24/04/2023
HVAC-03,"Capacitor showing signs of elevated aging, voltage readings below specification",24/04/2023
HVAC-03,"Alarms suppressed by contractor without authorisation, observed",24/04/2023
HVAC-03,"Refrigerant pressure readings outside specification, system checked",24/04/2023
HVAC-05,"Duct leakage recorded at flex connector joints, sealed with mastic",24/04/2023
HVAC-06,"Compressor short-cycling detected, pressure switch inspected",24/04/2023
HVAC-07,Compressor discharge temperature persistent above normal operating range,24/04/2023
HVAC-07,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",24/04/2023
HVAC-07,"Condenser fan motor minor noisy, bearing wear noted",24/04/2023
HVAC-01,Air filter pressure drop significant above recommended threshold,25/04/2023
HVAC-01,"Static pressure reading significant outside normal range, ductwork inspected",25/04/2023
HVAC-02,"Capacitor showing signs of persistent aging, voltage readings below specification",25/04/2023
HVAC-02,"Scheduling fault — unit failed to start at programmed time, detected",25/04/2023
HVAC-02,"Overload relay tripped, motor current draw noted as elevated",25/04/2023
HVAC-03,Compressor discharge temperature elevated above normal operating range,25/04/2023
HVAC-03,"Occupancy sensor not triggering correctly, wiring fault detected",25/04/2023
HVAC-03,"Runtime hours counter persistent mismatched with physical log, corrected",25/04/2023
HVAC-03,"Motor run capacitor significant degraded, replaced during inspection",25/04/2023
HVAC-04,"Refrigerant pressure readings outside specification, system checked",25/04/2023
HVAC-05,"Safety relief valve detected as weeping, scheduled for replacement",25/04/2023
HVAC-01,"Compressor suction pressure persistent lower than expected, possible refrigerant leak recorded",26/04/2023
HVAC-01,Manual reset required after high-limit thermostat trip,26/04/2023
HVAC-02,"Terminal block minor corrosion observed, connections cleaned and tightened",26/04/2023
HVAC-03,"Blower wheel fouled with debris, significant buildup recorded and cleaned",26/04/2023
HVAC-03,"Evaporator coil frosting over, defrost cycle initiated",26/04/2023
HVAC-03,"Compressor suction pressure minor lower than expected, possible refrigerant leak recorded",26/04/2023
HVAC-03,"Suction line frost noted at expansion valve, TXV adjustment required",26/04/2023
HVAC-04,"Smoke detector in AHU compartment activated, area inspected",26/04/2023
HVAC-04,Compressor discharge temperature intermittent above normal operating range,26/04/2023
HVAC-05,"Voltage imbalance elevated across phases, supply quality checked",26/04/2023
HVAC-06,"Earth leakage detected on compressor motor circuit, insulation tested",26/04/2023
HVAC-07,"Suction line frost detected at expansion valve, TXV adjustment required",26/04/2023
HVAC-08,"Earth leakage noted on compressor motor circuit, insulation tested",26/04/2023
HVAC-01,"Safety relief valve observed as weeping, scheduled for replacement",27/04/2023
HVAC-02,"Return air temperature intermittent higher than setpoint, airflow restricted",27/04/2023
HVAC-05,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",27/04/2023
HVAC-05,"High-pressure safety cutout triggered — unit shutdown, detected",27/04/2023
HVAC-05,"Demand-controlled ventilation not responding to CO2 signal, observed",27/04/2023
HVAC-05,"Wiring insulation minor deteriorated at junction box, rewired",27/04/2023
HVAC-06,"Compressor short-cycling reported, pressure switch inspected",27/04/2023
HVAC-06,"Capacitor showing signs of persistent aging, voltage readings below specification",27/04/2023
HVAC-07,"Voltage imbalance elevated across phases, supply quality checked",27/04/2023
HVAC-07,"BMS communication timeout recorded on unit, manual override applied",27/04/2023
HVAC-01,"Condenser coil heavily fouled with debris, cleaning reported as required",28/04/2023
HVAC-02,"Head pressure elevated elevated, condenser fan speed checked",28/04/2023
HVAC-02,Thermostat setpoint not being maintained — sensor drift reported and suspected,28/04/2023
HVAC-02,"Return air temperature intermittent higher than setpoint, airflow restricted",28/04/2023
HVAC-03,"Control transformer output voltage minor low, unit inspected",28/04/2023
HVAC-03,"Economiser damper intermittent slow to respond, actuator recorded and replaced",28/04/2023
HVAC-03,"Refrigerant charge low — technician observed low refrigerant level, top-up performed",28/04/2023
HVAC-03,"Wiring insulation minor deteriorated at junction box, rewired",28/04/2023
HVAC-03,"Return air temperature significant higher than setpoint, airflow restricted",28/04/2023
HVAC-03,"Wiring insulation significant deteriorated at junction box, rewired",28/04/2023
HVAC-05,"Refrigerant charge low — technician noted low refrigerant level, top-up performed",28/04/2023
HVAC-06,"Outside air damper reported not fully closing, weather seal replaced",28/04/2023
HVAC-06,"Setpoint drift recorded on zone controller overnight, investigated",28/04/2023
HVAC-06,"BACnet network interruption recorded, gateway settings reviewed",28/04/2023
HVAC-06,"Voltage imbalance significant across phases, supply quality checked",28/04/2023
HVAC-07,Electrical panel voltage fluctuation detected during peak load,28/04/2023
HVAC-07,"Suction line frost observed at expansion valve, TXV adjustment required",28/04/2023
HVAC-07,"Vibration isolation mounts elevated deteriorated, unit reported as unstable",28/04/2023
HVAC-07,"Supply air temperature significant inconsistent, mixing box damper adjusted",28/04/2023
HVAC-07,"Low-pressure cutout observed repeatedly, refrigerant charge verified",28/04/2023
HVAC-08,"Wiring insulation minor deteriorated at junction box, rewired",28/04/2023
HVAC-01,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",29/04/2023
HVAC-01,"Condenser coil heavily fouled with debris, cleaning recorded as required",29/04/2023
HVAC-03,"Refrigerant pressure readings outside specification, system checked",29/04/2023
HVAC-03,"Static pressure reading intermittent outside normal range, ductwork inspected",29/04/2023
HVAC-03,Thermostat setpoint not being maintained — sensor drift recorded and suspected,29/04/2023
HVAC-04,"Overload relay tripped, motor current draw detected as elevated",29/04/2023
HVAC-05,"Condenser coil heavily fouled with debris, cleaning noted as required",29/04/2023
HVAC-07,"Smoke detector in AHU compartment activated, area inspected",29/04/2023
HVAC-07,Control sequence fault detected during changeover between heating and cooling,29/04/2023
HVAC-07,"Refrigerant charge low — technician recorded low refrigerant level, top-up performed",29/04/2023
HVAC-07,"Safety relief valve noted as weeping, scheduled for replacement",29/04/2023
HVAC-08,Air filter pressure drop persistent above recommended threshold,29/04/2023
HVAC-08,Electrical panel voltage fluctuation detected during peak load,29/04/2023
HVAC-02,Compressor discharge temperature persistent above normal operating range,30/04/2023
HVAC-02,"Evaporator coil frosting over, defrost cycle initiated",30/04/2023
HVAC-03,Noise complaint from supply diffuser — turbulence reported,30/04/2023
HVAC-03,"Safety relief valve recorded as weeping, scheduled for replacement",30/04/2023
HVAC-03,Manual reset required after high-limit thermostat trip,30/04/2023
HVAC-03,"Supply fan belt significant worn, replacement detected and scheduled",30/04/2023
HVAC-03,"Refrigerant leak recorded at service valve connection, repair scheduled",30/04/2023
HVAC-03,Electrical panel voltage fluctuation reported during peak load,30/04/2023
HVAC-03,"Earth leakage reported on compressor motor circuit, insulation tested",30/04/2023
HVAC-04,"Condenser fan motor minor noisy, bearing wear detected",30/04/2023
HVAC-04,"Capacitor showing signs of elevated aging, voltage readings below specification",30/04/2023
HVAC-05,"Liquid line sight glass showing bubbles, low refrigerant charge suspected",30/04/2023
HVAC-05,"Supply air temperature minor inconsistent, mixing box damper adjusted",30/04/2023
HVAC-05,"Motor run capacitor persistent degraded, replaced during inspection",30/04/2023
HVAC-05,"Voltage imbalance persistent across phases, supply quality checked",30/04/2023
HVAC-06,"Condenser coil heavily fouled with debris, cleaning observed as required",30/04/2023
HVAC-06,"Fan blade imbalance recorded, vibration levels measured and recorded",30/04/2023
HVAC-06,"Demand-controlled ventilation not responding to CO2 signal, recorded",30/04/2023
HVAC-07,"Evaporator coil frosting over, defrost cycle initiated",30/04/2023
HVAC-07,"Motor run capacitor intermittent degraded, replaced during inspection",30/04/2023
HVAC-07,"Condenser fan motor significant noisy, bearing wear detected",30/04/2023
HVAC-07,"Voltage imbalance elevated across phases, supply quality checked",30/04/2023
HVAC-01,"Refrigerant pressure readings outside specification, system checked",01/05/2023
HVAC-03,"Control board fault code F52 observed, reset performed",01/05/2023
HVAC-03,"Anti-freeze thermostat setpoint detected as incorrectly set, corrected",01/05/2023
HVAC-03,"Setpoint drift noted on zone controller overnight, investigated",01/05/2023
HVAC-03,"Demand-controlled ventilation not responding to CO2 signal, reported",01/05/2023
HVAC-04,"Evaporator coil frosting over, defrost cycle initiated",01/05/2023
HVAC-07,"Control transformer output voltage minor low, unit inspected",01/05/2023
HVAC-07,Compressor discharge temperature persistent above normal operating range,01/05/2023
HVAC-01,"DDC controller reboot detected, settings verified after restart",02/05/2023
HVAC-02,"Refrigerant leak observed at service valve connection, repair scheduled",02/05/2023
HVAC-03,"Supply air temperature intermittent inconsistent, mixing box damper adjusted",02/05/2023
HVAC-03,"BACnet network interruption observed, gateway settings reviewed",02/05/2023
HVAC-03,"Demand-controlled ventilation not responding to CO2 signal, observed",02/05/2023
HVAC-03,"Condenser coil heavily fouled with debris, cleaning observed as required",02/05/2023
HVAC-03,"Economiser damper minor slow to respond, actuator observed and replaced",02/05/2023
HVAC-04,"Head pressure intermittent elevated, condenser fan speed checked",02/05/2023
HVAC-07,"Anti-freeze thermostat setpoint noted as incorrectly set, corrected",02/05/2023
HVAC-08,"Low-pressure cutout noted repeatedly, refrigerant charge verified",02/05/2023
HVAC-02,"Runtime hours counter elevated mismatched with physical log, corrected",03/05/2023
HVAC-02,"Terminal block persistent corrosion noted, connections cleaned and tightened",03/05/2023
HVAC-03,"Occupancy sensor not triggering correctly, wiring fault observed",03/05/2023
